timestamp,total_requests,active_connections,cpu_utilization,memory_utilization
"2025-10-08T18:01:43.913Z",30517,1502,27.606159467067208,22.75966624341748
"2025-10-08T19:01:43.913Z",29701,1446,31.37918323489463,28.197536049367237
"2025-10-08T20:01:43.913Z",30331,1417,32.4713707149675,27.513188885260995
"2025-10-08T21:01:43.913Z",29362,1541,33.49411756890873,20.660060017681715
"2025-10-08T22:01:43.913Z",29001,1468,25.079460541999907,27.80519116373209
"2025-10-08T23:01:43.913Z",30532,1411,27.46227021316239,23.77841412503883
"2025-10-09T00:01:43.913Z",30062,1554,25.929255906218827,27.448365973690553
"2025-10-09T01:01:43.913Z",30981,1564,33.74048106655553,23.45859968243873
"2025-10-09T02:01:43.913Z",80208,3983,75.35543677082202,62.882497618319704
"2025-10-09T03:01:43.913Z",80621,3907,79.46366753368902,63.429379744627795
"2025-10-09T04:01:43.913Z",80193,3946,78.67046951736732,59.06090093326941
"2025-10-09T05:01:43.913Z",79259,3955,79.73859205195149,65.31732895056771
"2025-10-09T06:01:43.913Z",80393,3991,75.13202520433067,63.9943113756019
"2025-10-09T07:01:43.913Z",79420,4013,79.37117671160038,63.73624769593589
"2025-10-09T08:01:43.913Z",80651,4054,79.03355770534665,60.84462017324393
"2025-10-09T09:01:43.913Z",79452,4042,81.96262269341427,68.6517657526712
"2025-10-09T10:01:43.913Z",79414,3978,77.15486454799428,65.12790085302376
"2025-10-09T11:01:43.913Z",80932,4018,80.3799234795015,66.3664219772549
"2025-10-09T12:01:43.913Z",29717,1592,32.428394644603465,20.097641385865224
"2025-10-09T13:01:43.913Z",30254,1535,25.893895752115235,22.094476407953966
"2025-10-09T14:01:43.913Z",29525,1488,28.46251537266197,20.006957520128022
"2025-10-09T15:01:43.913Z",29159,1549,33.0168234122073,27.519990907336012
"2025-10-09T16:01:43.913Z",30551,1428,32.593535366996846,27.394476433557784
"2025-10-09T17:01:43.913Z",29585,1452,27.110821298259488,21.652449864629332
"2025-10-09T18:01:43.913Z",29459,1457,25.726328351993395,25.551281197763878
"2025-10-09T19:01:43.913Z",30915,1550,34.82855535288789,21.180308162348055
"2025-10-09T20:01:43.913Z",29657,1568,28.769389299269374,19.94175890244208
"2025-10-09T21:01:43.913Z",30935,1470,25.5672319394946,22.43575836724532
"2025-10-09T22:01:43.913Z",29348,1545,34.91069843696325,20.601563016680377
"2025-10-09T23:01:43.913Z",30415,1433,30.16355884474728,28.636969984894588
"2025-10-10T00:01:43.913Z",29740,1459,31.265000934193324,21.259036102654953
"2025-10-10T01:01:43.913Z",29640,1428,27.459992520963148,20.948995792080918
"2025-10-10T02:01:43.913Z",79487,3992,78.52087386977891,67.3803164719201
"2025-10-10T03:01:43.913Z",79572,4019,77.81629275689636,65.98106931454937
"2025-10-10T04:01:43.913Z",80634,3903,79.24403660745877,65.94707018143096
"2025-10-10T05:01:43.913Z",120449,6054,100,100
"2025-10-10T06:01:43.913Z",79052,4078,84.19492964480379,59.85783374933728
"2025-10-10T07:01:43.913Z",80008,3960,80.63118858319271,66.09034253175462
"2025-10-10T08:01:43.913Z",119731,5959,100,100
"2025-10-10T09:01:43.913Z",80491,3962,75.93808885049071,62.70490203850388
"2025-10-10T10:01:43.913Z",80403,4084,80.92146728243883,68.00803281526406
"2025-10-10T11:01:43.913Z",79996,4017,79.59616139518394,63.03008285572652
"2025-10-10T12:01:43.913Z",29478,1405,34.87961862064302,22.10692156254365
"2025-10-10T13:01:43.913Z",29669,1550,32.52393762435667,28.38987486261508
"2025-10-10T14:01:43.913Z",30152,1585,28.11898016042485,24.98183540595041
"2025-10-10T15:01:43.913Z",30086,1541,33.15349451534791,27.193488961284093
"2025-10-10T16:01:43.913Z",29945,1437,33.051762020390925,22.740798986623012
"2025-10-10T17:01:43.913Z",30113,1519,30.5428953275677,19.273141952651013
"2025-10-10T18:01:43.913Z",29090,1543,30.88817020095074,24.784036767859064
"2025-10-10T19:01:43.913Z",30247,1568,31.8043385743844,25.793731247263484
"2025-10-10T20:01:43.913Z",30961,1591,28.99990011104261,27.962812974791504
"2025-10-10T21:01:43.913Z",29992,1529,31.367260783987028,19.53740745088991
"2025-10-10T22:01:43.913Z",30198,1568,27.899088878305246,25.919206587197582
"2025-10-10T23:01:43.913Z",29979,1540,28.019573107919207,21.00078225322553
"2025-10-11T00:01:43.913Z",30123,1572,30.020886452731315,28.417441698576745
"2025-10-11T01:01:43.913Z",29312,1539,25.685731822700625,21.628102157577
"2025-10-11T02:01:43.913Z",49554,2485,51.21059025086781,42.32848439510242
"2025-10-11T03:01:43.913Z",50755,2565,52.91726707520349,44.503918802337566
"2025-10-11T04:01:43.913Z",50632,2534,54.9010640683828,43.64459222071861
"2025-10-11T05:01:43.913Z",49049,2410,54.37241422069218,41.010547259944026
"2025-10-11T06:01:43.913Z",49556,2592,51.722068925392136,40.50389985603139
"2025-10-11T07:01:43.913Z",50807,2408,47.43911722588454,39.370581337340205
"2025-10-11T08:01:43.913Z",50552,2520,45.03475589837274,40.93558794536967
"2025-10-11T09:01:43.913Z",50906,2560,46.48676050821452,39.700567202363466
"2025-10-11T10:01:43.913Z",49803,2433,48.69189032639088,42.36710522745659
"2025-10-11T11:01:43.913Z",49681,2545,48.7772948208752,39.93559319211289
"2025-10-11T12:01:43.913Z",29920,1406,34.53491274841976,25.200068454833215
"2025-10-11T13:01:43.913Z",29111,1506,27.557450275090176,25.644084959096855
"2025-10-11T14:01:43.913Z",30249,1480,34.91032245122595,19.472988592942958
"2025-10-11T15:01:43.913Z",30546,1524,33.82214990820373,25.208249190171603
"2025-10-11T16:01:43.913Z",29725,1444,29.330308488815415,27.236485147357627
"2025-10-11T17:01:43.913Z",30136,1472,31.884464609322077,28.02957325396636
"2025-10-11T18:01:43.913Z",30405,1514,29.495747471852734,22.930095405082877
"2025-10-11T19:01:43.913Z",30007,1416,29.305971833654432,27.206605507059464
"2025-10-11T20:01:43.913Z",30127,1487,28.635608839915115,20.21316575541566
"2025-10-11T21:01:43.913Z",29458,1414,34.57971318390815,19.0468705919683
"2025-10-11T22:01:43.913Z",29762,1440,29.886827688870678,21.798091215480294
"2025-10-11T23:01:43.913Z",29244,1573,26.29403814681597,26.83836629241391
"2025-10-12T00:01:43.913Z",30749,1421,27.340782843782684,20.948108776361043
"2025-10-12T01:01:43.913Z",29962,1545,27.138682565099856,25.115624979602888
"2025-10-12T02:01:43.913Z",49107,2553,51.06368103189102,35.29585045028928
"2025-10-12T03:01:43.913Z",50797,2506,47.400540503317714,43.118601414865424
"2025-10-12T04:01:43.913Z",49449,2567,53.282888198647406,44.76759789461965
"2025-10-12T05:01:43.913Z",49730,2405,47.64613759234183,38.20467363766244
"2025-10-12T06:01:43.913Z",50792,2498,49.108020003937156,44.59230170850849
"2025-10-12T07:01:43.913Z",49449,2584,53.47453575481187,42.20587855631921
"2025-10-12T08:01:43.913Z",49670,2423,52.611027408960666,41.21909886748869
"2025-10-12T09:01:43.913Z",50893,2504,47.62336874816182,43.27581654033604
"2025-10-12T10:01:43.913Z",50197,2598,49.47942386265922,37.84216495350869
"2025-10-12T11:01:43.913Z",49405,2477,46.92312882253524,43.29905691747419
"2025-10-12T12:01:43.913Z",29396,1594,26.00129106828553,24.56840948607699
"2025-10-12T13:01:43.913Z",30040,1560,34.13344696693923,21.007287849530016
"2025-10-12T14:01:43.913Z",30946,1552,30.6782718554396,26.58202381825285
"2025-10-12T15:01:43.913Z",30438,1571,31.66048620424606,27.124954397682373
"2025-10-12T16:01:43.913Z",29080,1415,25.009957670968916,21.595250986938428
"2025-10-12T17:01:43.913Z",29303,1539,32.31860063566726,23.928621611716345
"2025-10-12T18:01:43.913Z",30327,1532,34.31766382132165,24.765094566673035
"2025-10-12T19:01:43.913Z",29740,1579,34.17440810233372,21.33158255279751
"2025-10-12T20:01:43.913Z",30417,1575,33.396192877866305,22.202883488088617
"2025-10-12T21:01:43.913Z",30968,1427,30.865003236975795,23.47179767846638
"2025-10-12T22:01:43.913Z",29034,1570,32.0844583618341,21.688378283004912
"2025-10-12T23:01:43.913Z",29538,1429,31.23364566826652,21.943609886041077
"2025-10-13T00:01:43.913Z",29533,1457,34.17928922701914,26.553830606266747
"2025-10-13T01:01:43.913Z",30348,1442,31.441107088835345,19.368138082203174
"2025-10-13T02:01:43.913Z",79308,4017,75.26979530472269,62.78178590846753
"2025-10-13T03:01:43.913Z",119618,5908,100,100
"2025-10-13T04:01:43.913Z",80645,4095,81.87483850661586,67.37998093890864
"2025-10-13T05:01:43.913Z",80006,4009,82.21006834859412,65.2258573448056
"2025-10-13T06:01:43.913Z",80971,3951,75.96560078369961,66.30278598116082
"2025-10-13T07:01:43.913Z",80841,4071,82.69769306170355,62.036851080703194
"2025-10-13T08:01:43.913Z",80427,3948,82.56715331720018,62.88098193789951
"2025-10-13T09:01:43.913Z",80883,4035,78.99242189963915,64.60375841783542
"2025-10-13T10:01:43.913Z",80056,3975,80.32995633633881,60.86454984980002
"2025-10-13T11:01:43.913Z",80536,3912,80.85260660348288,65.16176616847217
"2025-10-13T12:01:43.913Z",30656,1481,28.609351964676662,19.615108291820306
"2025-10-13T13:01:43.913Z",30927,1543,30.55187553440956,25.715597649168558
"2025-10-13T14:01:43.913Z",30989,1491,29.922610474142008,27.255286031302806
"2025-10-13T15:01:43.913Z",30652,1538,29.015462419766447,19.692535372025418
"2025-10-13T16:01:43.913Z",29115,1561,32.859042923926395,19.660872566286876
"2025-10-13T17:01:43.913Z",30441,1542,32.491937510672045,27.983862307377375
"2025-10-13T18:01:43.913Z",30491,1447,29.0640567787568,27.30911339211697
"2025-10-13T19:01:43.913Z",30729,1426,30.24473961922842,28.279889212033176
"2025-10-13T20:01:43.913Z",29787,1547,26.983718774759616,23.538594465481935
"2025-10-13T21:01:43.913Z",29989,1457,25.348280965014265,20.45895170168457
"2025-10-13T22:01:43.913Z",30743,1430,33.500747838180196,19.49933903937788
"2025-10-13T23:01:43.913Z",29403,1402,32.693291848239,28.033712300251388
"2025-10-14T00:01:43.913Z",29301,1443,25.856329255593593,24.600896639134987
"2025-10-14T01:01:43.913Z",30358,1599,33.124893444565,26.070385840477122
"2025-10-14T02:01:43.913Z",79583,4002,81.40121390303848,59.53015610793193
"2025-10-14T03:01:43.913Z",80646,4091,82.34547329357154,62.7769748666103
"2025-10-14T04:01:43.913Z",79629,3928,78.91322620291338,61.54214406778756
"2025-10-14T05:01:43.913Z",80905,3913,81.09722673560881,63.89047282184902
"2025-10-14T06:01:43.913Z",79597,3987,77.84508039761953,59.72984005208213
"2025-10-14T07:01:43.913Z",79419,4049,77.18160121385503,59.46070398390985
"2025-10-14T08:01:43.913Z",79781,3987,84.11934719872369,66.45362427158983
"2025-10-14T09:01:43.913Z",79098,4082,84.26640633586985,65.31606655699434
"2025-10-14T10:01:43.913Z",79542,4011,83.94303940018742,63.75007571538919
"2025-10-14T11:01:43.913Z",80340,3948,81.92445533762353,68.69275768564417
"2025-10-14T12:01:43.913Z",30677,1496,28.165494187098997,20.99298513009832
"2025-10-14T13:01:43.913Z",30887,1518,29.887350924345547,27.48333740402408
"2025-10-14T14:01:43.913Z",29710,1527,27.44231317099604,22.816918118751612
"2025-10-14T15:01:43.913Z",29794,1470,34.85961170425613,19.302588497855652
"2025-10-14T16:01:43.913Z",29730,1501,32.596173428070266,25.24180538981375
"2025-10-14T17:01:43.913Z",29884,1482,26.05046154439051,23.78974465880461
"2025-10-14T18:01:43.913Z",30108,1511,33.13582638053842,24.515837461675353
"2025-10-14T19:01:43.913Z",120536,6030,100,95.88095384473465
"2025-10-14T20:01:43.913Z",29005,1551,27.181298683732106,26.614599723133633
"2025-10-14T21:01:43.913Z",30334,1581,26.281954508478403,21.2350608629081
"2025-10-14T22:01:43.913Z",30906,1464,28.664650897254376,21.490071282063465
"2025-10-14T23:01:43.913Z",30828,1466,34.231120280968725,27.806557669643226
"2025-10-15T00:01:43.913Z",30974,1451,28.204622176755667,27.581124298175453
"2025-10-15T01:01:43.913Z",29675,1485,32.37094227193877,28.08238914360015
"2025-10-15T02:01:43.913Z",79001,4030,81.49562359782489,68.46813696866732
"2025-10-15T03:01:43.913Z",79392,4047,82.02336578243744,61.09864166962341
"2025-10-15T04:01:43.913Z",79978,4074,76.59120028023207,61.11471051528789
"2025-10-15T05:01:43.913Z",79341,4071,77.5126882647901,60.10011402301156
"2025-10-15T06:01:43.913Z",80472,3911,76.60961580591167,66.57636058970952
"2025-10-15T07:01:43.913Z",80094,3982,80.76280768352171,66.55910066502095
"2025-10-15T08:01:43.913Z",80368,4059,82.30734091307882,59.538211441527196
"2025-10-15T09:01:43.913Z",80290,4010,80.49207167923157,67.92624962036071
"2025-10-15T10:01:43.913Z",80068,3982,83.1216265943533,60.858646320018565
"2025-10-15T11:01:43.913Z",79894,3977,77.24750060765545,67.64360514717328
"2025-10-15T12:01:43.913Z",30303,1511,33.86412217338231,23.22305465060819
"2025-10-15T13:01:43.913Z",29227,1536,28.30576527232448,27.324218013638955
"2025-10-15T14:01:43.913Z",120043,6047,100,100
"2025-10-15T15:01:43.913Z",120127,6083,100,95.56982888712226
"2025-10-15T16:01:43.913Z",30660,1466,26.583094193310323,27.155233477828745
"2025-10-15T17:01:43.913Z",30739,1432,34.38874367484232,21.435058240130832
"2025-10-15T18:01:43.913Z",29354,1469,32.207367183957814,28.973950532462606
"2025-10-15T19:01:43.913Z",29973,1553,32.67718134339838,27.31773021964002
"2025-10-15T20:01:43.913Z",30110,1571,33.861047882478324,25.33266282739437
"2025-10-15T21:01:43.913Z",29416,1437,34.88204476312378,25.214470060335593
"2025-10-15T22:01:43.913Z",30642,1472,34.301516266648406,28.24373313299855
"2025-10-15T23:01:43.913Z",29034,1522,27.10216721926337,26.49606739449734
"2025-10-16T00:01:43.913Z",30147,1586,30.07936596343605,19.78068077458414
"2025-10-16T01:01:43.913Z",29219,1482,26.53089203940088,28.20451122168176
"2025-10-16T02:01:43.913Z",79928,4070,83.48385507849689,67.36755017590477
"2025-10-16T03:01:43.913Z",79812,4035,82.64113667812668,61.19508926816572
"2025-10-16T04:01:43.913Z",79735,3996,84.16119791203924,67.83138114136764
"2025-10-16T05:01:43.913Z",79637,4037,75.95899093206984,61.47696105515686
"2025-10-16T06:01:43.913Z",79281,3968,79.42413569452835,63.66175713248432
"2025-10-16T07:01:43.913Z",119775,6090,100,97.62934267048976
"2025-10-16T08:01:43.913Z",79266,4030,82.46076968608394,64.89640445510811
"2025-10-16T09:01:43.913Z",79009,3940,76.88617708644968,63.16940502130306
"2025-10-16T10:01:43.913Z",79951,3966,76.60556556818369,63.696863915941286
"2025-10-16T11:01:43.913Z",80836,4095,82.04782682185318,67.25805617965864
"2025-10-16T12:01:43.913Z",30563,1443,31.881374490501383,27.275688088785344
"2025-10-16T13:01:43.913Z",29277,1567,34.058441008822115,28.479814486663205
"2025-10-16T14:01:43.913Z",30538,1407,31.64724517270415,20.06205668543789
"2025-10-16T15:01:43.913Z",30715,1453,32.5645343672244,26.943662745297168
"2025-10-16T16:01:43.913Z",29437,1516,33.81114160980577,22.096791785140486
"2025-10-16T17:01:43.913Z",29112,1515,28.54168269351851,23.220747526217295
"2025-10-16T18:01:43.913Z",29498,1555,27.263787694639973,23.588146857136483
"2025-10-16T19:01:43.913Z",29524,1466,28.901185343421073,27.625465531863373
"2025-10-16T20:01:43.913Z",30099,1535,31.971127476525957,25.39551846821065
"2025-10-16T21:01:43.913Z",29311,1517,26.58965301547681,24.864374825579628
"2025-10-16T22:01:43.913Z",29719,1403,29.07662179187715,21.834317847936617
"2025-10-16T23:01:43.913Z",29777,1420,27.50810173728692,20.122188889776837
"2025-10-17T00:01:43.913Z",30559,1427,30.298996433655883,28.21920810214667
"2025-10-17T01:01:43.913Z",29706,1478,31.77998015214807,19.70266228410939
"2025-10-17T02:01:43.913Z",79861,3942,76.54572784601248,68.00545789295046
"2025-10-17T03:01:43.913Z",79719,3976,83.22808256452942,59.53839891186937
"2025-10-17T04:01:43.913Z",80995,4054,79.90987214734037,66.66431985578745
"2025-10-17T05:01:43.913Z",79526,3941,76.35023991287886,68.5327673955124
"2025-10-17T06:01:43.913Z",80537,3965,78.52185583282841,59.66671502277821
"2025-10-17T07:01:43.913Z",80265,4072,78.36444158243074,67.63248865449003
"2025-10-17T08:01:43.913Z",119351,5959,100,97.72937437041432
"2025-10-17T09:01:43.913Z",80373,4067,79.19698127300818,59.53296172545068
"2025-10-17T10:01:43.913Z",79195,3936,75.90024129118227,65.86767887276689
"2025-10-17T11:01:43.913Z",79983,3987,80.70087148045575,63.05686917909077
"2025-10-17T12:01:43.913Z",119450,6017,100,100
"2025-10-17T13:01:43.913Z",30463,1567,25.579177605009285,25.46359382984467
"2025-10-17T14:01:43.913Z",30267,1416,30.10660792280368,22.03738576809314
"2025-10-17T15:01:43.913Z",29846,1438,32.64442202582651,21.458185539394268
"2025-10-17T16:01:43.913Z",30538,1542,31.59187776220192,21.231153434094104
"2025-10-17T17:01:43.913Z",29615,1463,31.605668915757985,21.456553905417984
"2025-10-17T18:01:43.913Z",30256,1528,34.8043858941316,22.87127666460167
"2025-10-17T19:01:43.913Z",30810,1552,26.927058796077244,19.879520047841545
"2025-10-17T20:01:43.913Z",30487,1581,28.706002275836006,19.32530992540041
"2025-10-17T21:01:43.913Z",29351,1545,29.479834921305475,19.64423663273925
"2025-10-17T22:01:43.913Z",30918,1412,31.046654436666756,21.081117183300293
"2025-10-17T23:01:43.913Z",30027,1581,33.73801080135427,23.232018385607525
"2025-10-18T00:01:43.913Z",30637,1594,32.36608455076665,19.622673380086713
"2025-10-18T01:01:43.913Z",30228,1440,28.58173126916873,25.968344274939472
"2025-10-18T02:01:43.913Z",50273,2571,52.86105357906662,40.639305724660346
"2025-10-18T03:01:43.913Z",49675,2464,54.93631360266181,43.856438764371305
"2025-10-18T04:01:43.913Z",49797,2464,48.15304849100461,38.46253914143852
"2025-10-18T05:01:43.913Z",49809,2562,51.374937390204884,37.666361592151965
"2025-10-18T06:01:43.913Z",49352,2472,54.774755888003426,38.16391225238637
"2025-10-18T07:01:43.913Z",50184,2527,48.69515826304841,38.77370907754268
"2025-10-18T08:01:43.913Z",50094,2551,53.12326253580385,44.44452404751437
"2025-10-18T09:01:43.913Z",49336,2579,45.681806650271334,37.633466381783414
"2025-10-18T10:01:43.913Z",50838,2557,52.99242488506279,43.49957568622529
"2025-10-18T11:01:43.913Z",50460,2432,47.26587375211098,44.46297750975574
"2025-10-18T12:01:43.913Z",29681,1433,33.85415866887813,20.667542319487794
"2025-10-18T13:01:43.913Z",30862,1543,26.404631706934865,20.442116129853773
"2025-10-18T14:01:43.913Z",29670,1411,29.679620473009706,19.20266710092686
"2025-10-18T15:01:43.913Z",30308,1509,26.321619812892656,28.36438354440206
"2025-10-18T16:01:43.913Z",29149,1484,34.45444530578398,26.34304326319174
"2025-10-18T17:01:43.913Z",30649,1493,30.429849846871722,26.454190562940866
"2025-10-18T18:01:43.913Z",29972,1408,27.138389655101378,23.214491053281098
"2025-10-18T19:01:43.913Z",30045,1588,30.639951101435564,28.048014315664282
"2025-10-18T20:01:43.913Z",29636,1508,25.13690334678475,21.813055220189085
"2025-10-18T21:01:43.913Z",29111,1580,31.573506897923906,28.17562800436308
"2025-10-18T22:01:43.913Z",30046,1449,31.2994481362216,27.1695584146625
"2025-10-18T23:01:43.913Z",30122,1565,31.920153995663735,27.119238218364202
"2025-10-19T00:01:43.913Z",29469,1412,28.981001779057248,21.039854965689774
"2025-10-19T01:01:43.913Z",30051,1556,29.921326875774866,21.193929616877757
"2025-10-19T02:01:43.913Z",50124,2487,51.344358037343206,44.43395761905393
"2025-10-19T03:01:43.913Z",49494,2518,47.90619364486692,37.6420981528307
"2025-10-19T04:01:43.913Z",49959,2487,50.23390479771024,43.06088226062856
"2025-10-19T05:01:43.913Z",50937,2424,45.61182129605021,42.71947125232837
"2025-10-19T06:01:43.913Z",49952,2437,53.23648048306328,40.839781127836496
"2025-10-19T07:01:43.913Z",49910,2434,47.074503203724895,38.82009803989788
"2025-10-19T08:01:43.913Z",49455,2433,51.290199385335555,39.75431436520457
"2025-10-19T09:01:43.913Z",50291,2502,52.19984367334114,44.80786294674636
"2025-10-19T10:01:43.913Z",49467,2429,49.985716795921036,41.3440549046551
"2025-10-19T11:01:43.913Z",50924,2566,46.51317240833447,39.41238464284673
"2025-10-19T12:01:43.913Z",29586,1443,30.120829342960967,25.50248893872685
"2025-10-19T13:01:43.913Z",30105,1468,30.707768535785625,27.25783026111963
"2025-10-19T14:01:43.913Z",29203,1498,28.24821139122753,19.389224473135144
"2025-10-19T15:01:43.913Z",30981,1597,31.948217973321274,23.76486707286437
"2025-10-19T16:01:43.913Z",29361,1412,26.926159937314942,27.009886684532383
"2025-10-19T17:01:43.913Z",29284,1596,27.38067852165246,26.74040938314749
"2025-10-19T18:01:43.913Z",119736,5916,100,92.62284701366579
"2025-10-19T19:01:43.913Z",30036,1537,33.05806624501095,28.030445246261152
"2025-10-19T20:01:43.913Z",30176,1566,29.788627888012876,26.161138175457953
"2025-10-19T21:01:43.913Z",29991,1415,30.205150767388307,22.699199928655364
"2025-10-19T22:01:43.913Z",30257,1550,32.924791174991,23.215810751419472
"2025-10-19T23:01:43.913Z",29247,1450,25.17355007701463,20.78186465562123
"2025-10-20T00:01:43.913Z",30407,1492,33.4378589427021,26.736759671854394
"2025-10-20T01:01:43.913Z",30941,1579,25.339155301567985,24.381693128281224
"2025-10-20T02:01:43.913Z",80895,4009,75.41911298727128,67.99504468069159
"2025-10-20T03:01:43.913Z",80227,4003,78.74007973117504,66.01267172080841
"2025-10-20T04:01:43.913Z",79647,4013,83.10269242410723,60.50662955357099
"2025-10-20T05:01:43.913Z",79215,4006,80.35415184700233,63.522585209255496
"2025-10-20T06:01:43.913Z",79200,3952,83.4008628704722,61.91017517200928
"2025-10-20T07:01:43.913Z",80378,4003,78.09156501252087,67.56407159413743
"2025-10-20T08:01:43.913Z",80509,4010,79.9828257514355,66.473086473674
"2025-10-20T09:01:43.913Z",79456,4056,80.63826845470254,68.13564049339223
"2025-10-20T10:01:43.913Z",79477,4051,77.04989289486949,61.22387529350951
"2025-10-20T11:01:43.913Z",80848,4005,77.13343425006903,65.88851475849677
"2025-10-20T12:01:43.913Z",30666,1490,31.547150617001225,25.787498563296335
"2025-10-20T13:01:43.913Z",29483,1518,30.366987155118117,24.378970611242842
"2025-10-20T14:01:43.913Z",30757,1577,34.28424350012583,26.926709381295346
"2025-10-20T15:01:43.913Z",30949,1439,27.892435196389982,24.98237857280359
"2025-10-20T16:01:43.913Z",29643,1450,32.35007725171354,21.186280243636162
"2025-10-20T17:01:43.913Z",29856,1547,30.688735547486143,25.342961263557097
"2025-10-20T18:01:43.913Z",30991,1426,32.53264442017373,19.53467026301285
"2025-10-20T19:01:43.913Z",29392,1599,32.060531944821065,22.191256645655063
"2025-10-20T20:01:43.913Z",30047,1436,31.977802136621072,24.61604269995294
"2025-10-20T21:01:43.913Z",30459,1469,30.471771282812387,19.90995640495251
"2025-10-20T22:01:43.913Z",29543,1479,30.152240559357455,27.20557618806677
"2025-10-20T23:01:43.913Z",29352,1504,27.155103235438087,27.397649992958904
"2025-10-21T00:01:43.913Z",29644,1529,30.458862181452307,25.25525659670763
"2025-10-21T01:01:43.913Z",29374,1422,27.246477654543266,28.82850178480868
"2025-10-21T02:01:43.913Z",79022,3960,84.39943641299078,68.02312321437046
"2025-10-21T03:01:43.913Z",80250,4085,75.09625352242998,68.51119913675645
"2025-10-21T04:01:43.913Z",79009,3959,75.8556036305131,59.301713189503175
"2025-10-21T05:01:43.913Z",79041,4032,78.03426966954494,59.333633330511375
"2025-10-21T06:01:43.913Z",79156,4091,81.42656478049133,68.70546562961562
"2025-10-21T07:01:43.913Z",79945,4011,80.36176621252763,63.782864441935324
"2025-10-21T08:01:43.913Z",79636,3901,78.37250831708509,65.05446672913392
"2025-10-21T09:01:43.913Z",80076,3990,79.82286275132006,61.111929945256804
"2025-10-21T10:01:43.913Z",80263,4052,75.94018158617943,68.5360984633182
"2025-10-21T11:01:43.913Z",79473,4067,77.25570300158768,62.788011741805796
"2025-10-21T12:01:43.913Z",30526,1514,34.46738199882178,24.236773371116108
"2025-10-21T13:01:43.913Z",30603,1421,34.184747029992494,27.20195213480442
"2025-10-21T14:01:43.913Z",29196,1432,34.90640378509954,21.387032405556262
"2025-10-21T15:01:43.913Z",29756,1490,34.90099777426047,19.051098505093492
"2025-10-21T16:01:43.913Z",29034,1426,32.95229426321391,27.398602298049294
"2025-10-21T17:01:43.913Z",30741,1579,27.57807788726887,22.826101746169897
"2025-10-21T18:01:43.913Z",29495,1569,32.61919157899633,23.97002410211733
"2025-10-21T19:01:43.913Z",119176,5921,100,98.0393564119229
"2025-10-21T20:01:43.913Z",30263,1486,28.23530270674205,20.76509388476812
"2025-10-21T21:01:43.913Z",29498,1415,28.101540072888763,20.994619890092967
"2025-10-21T22:01:43.913Z",29341,1451,30.740451791323274,19.931262705110996
"2025-10-21T23:01:43.913Z",29928,1434,25.871148459307157,23.10283366661543
"2025-10-22T00:01:43.913Z",30218,1413,29.637093532739314,28.330816905219805
"2025-10-22T01:01:43.913Z",30440,1501,30.018233927062333,27.395595348921375
"2025-10-22T02:01:43.913Z",80894,3963,83.1464844301306,61.15723361575948
